# sigma  POINT_DATA 1071
#  xx  xy  xz  yy  yz sigma_0  sigma_1  sigma_2  sigma_3  sigma_4  sigma_5  
0.388908 0.388908 0.25 66736.7 -48068.7 3.31794e-12 39353.1 -2.15987e-12 24482.3
0.424264 0.424264 0.25 94196.3 -36603.3 1.52803e-13 9845.23 6.63833e-13 24009.6
0.459619 0.459619 0.25 108162 -28923.5 1.12401e-12 -6148.29 5.75904e-13 23541.7
0.494975 0.494975 0.25 115291 -23469.8 1.869e-13 -14906.1 -1.58306e-13 23165.6
0.53033 0.53033 0.25 118664 -19457.5 8.56667e-13 -19610.4 4.70725e-13 22858.5
0.565685 0.565685 0.25 119894 -16420.7 -8.5722e-15 -21946.8 6.00917e-14 22603.1
0.601041 0.601041 0.25 119871 -14068.1 -6.78664e-13 -22865.9 -3.72679e-13 22385.7
0.636396 0.636396 0.25 119111 -12207.7 -1.03255e-12 -22940.7 -4.96364e-13 22193.2
0.671752 0.671752 0.25 118001 -10676.1 0 -22544.5 0 22028.3
0.707107 0.707107 0.25 116534 -8718.53 1.10916e-13 -21868.1 -1.39976e-14 21845.9
0.357196 0.418223 0.25 66736.7 -48068.7 3.31794e-12 39353.1 -2.15987e-12 24482.3
0.389669 0.456243 0.25 94196.3 -36603.3 1.52803e-13 9845.23 6.63833e-13 24009.6
0.422141 0.494264 0.25 108162 -28923.5 1.12401e-12 -6148.29 5.75904e-13 23541.7
0.454614 0.532284 0.25 115291 -23469.8 1.869e-13 -14906.1 -1.58306e-13 23165.6
0.487086 0.570304 0.25 118664 -19457.5 8.56667e-13 -19610.4 4.70725e-13 22858.5
0.519558 0.608325 0.25 119894 -16420.7 -8.5722e-15 -21946.8 6.00917e-14 22603.1
0.552031 0.646345 0.25 119871 -14068.1 -6.78664e-13 -22865.9 -3.72679e-13 22385.7
0.584503 0.684365 0.25 119111 -12207.7 -1.03255e-12 -22940.7 -4.96364e-13 22193.2
0.616976 0.722386 0.25 118001 -10676.1 0 -22544.5 0 22028.3
0.649448 0.760406 0.25 116534 -8718.53 1.10916e-13 -21868.1 -1.39976e-14 21845.9
0.323282 0.444959 0.25 92527.2 -59176.5 2.00227e-12 44313.5 -1.38695e-12 31578.6
0.352671 0.48541 0.25 113433 -39682.7 -5.00293e-13 15859.3 2.76729e-13 29836.8
0.38206 0.525861 0.25 123131 -27590.9 5.8472e-13 218.946 2.78953e-13 28465.3
0.41145 0.566312 0.25 127226 -19728.6 2.11513e-13 -8644.83 -1.36794e-13 27364.9
0.440839 0.606763 0.25 128365 -14430 -8.488e-13 -13668.7 -4.81311e-13 26468.4
0.470228 0.647214 0.25 127900 -10754.1 -4.242e-14 -16416.7 9.18487e-14 25726.9
0.499618 0.687665 0.25 126563 -8137.44 7.40548e-13 -17777.5 4.04968e-13 25104.3
0.529007 0.728115 0.25 124777 -6222.05 -7.04478e-13 -18288.9 -3.32682e-13 24574.1
0.558396 0.768566 0.25 122858 -4745.02 -2.27668e-13 -18274.3 4.56791e-14 24134.8
0.587785 0.809017 0.25 120752 -3084.86 -1.15094e-13 -17755 -1.41667e-13 23768.6
0.287374 0.468952 0.25 121057 -67463.6 1.51959e-12 45375.2 -1.30119e-12 38407.4
0.313499 0.511584 0.25 133167 -41343.4 -2.69053e-13 20425.1 1.08278e-13 35444.2
0.339624 0.554216 0.25 137378 -25648.4 -4.85953e-15 6504.07 2.08928e-15 33203.5
0.365749 0.596848 0.25 137795 -15853.8 -1.14088e-13 -1701.65 5.38885e-14 31406.2
0.391874 0.63948 0.25 136376 -9552.34 -8.41975e-13 -6623.25 -4.69964e-13 29943
0.417999 0.682112 0.25 134078 -5405.1 -7.05178e-13 -9562.74 -4.55315e-13 28734.2
0.444124 0.724744 0.25 131396 -2625.06 -2.93037e-13 -11266.6 -1.85349e-13 27722.1
0.470249 0.767376 0.25 128605 -729.449 2.88633e-13 -12190.1 1.71453e-13 26865
0.496374 0.810008 0.25 125912 604.594 -1.34725e-13 -12605.7 3.5683e-14 26147.5
0.522499 0.85264 0.25 123239 1958.67 -9.50386e-14 -12490 -1.29927e-13 25557.4
0.249695 0.490053 0.25 151083 -71976.3 2.58072e-12 43071.7 -1.1628e-12 44804.8
0.272394 0.534604 0.25 152731 -41297.5 -6.55558e-13 23617.4 -2.80736e-13 40695.7
0.295094 0.579154 0.25 150575 -23178.7 1.36863e-14 12531.6 -3.87385e-15 37640
0.317793 0.623704 0.25 146873 -12133.1 0 5615.76 0 35189.8
0.340493 0.668255 0.25 142695 -5225.02 7.01502e-13 1151.56 4.90469e-13 33195.3
0.363192 0.712805 0.25 138496 -835.39 -5.5794e-14 -1787.96 2.29469e-14 31548.1
