# sigma  POINT_DATA 1071
#  xx  xy  xz  yy  yz sigma_0  sigma_1  sigma_2  sigma_3  sigma_4  sigma_5  
0.388908 0.388908 0.25 75272.8 -54217 3.74232e-12 44386.6 -2.43613e-12 27613.7
0.424264 0.424264 0.25 106245 -41285.1 1.72347e-13 11104.5 7.48742e-13 27080.6
0.459619 0.459619 0.25 121997 -32623 1.26778e-12 -6934.7 6.49566e-13 26552.8
0.494975 0.494975 0.25 130037 -26471.8 2.10805e-13 -16812.7 -1.78555e-13 26128.7
0.53033 0.53033 0.25 133842 -21946.2 9.66241e-13 -22118.7 5.30934e-13 25782.3
0.565685 0.565685 0.25 135229 -18521 -9.66865e-15 -24753.9 6.77779e-14 25494.2
0.601041 0.601041 0.25 135203 -15867.5 -7.6547e-13 -25790.7 -4.20347e-13 25249
0.636396 0.636396 0.25 134346 -13769.2 -1.16462e-12 -25875 -5.59853e-13 25031.8
0.671752 0.671752 0.25 133094 -12041.6 0 -25428.1 0 24845.9
0.707107 0.707107 0.25 131439 -9833.69 1.25103e-13 -24665.2 -1.5788e-14 24640.1
0.357196 0.418223 0.25 75272.8 -54217 3.74232e-12 44386.6 -2.43613e-12 27613.7
0.389669 0.456243 0.25 106245 -41285.1 1.72347e-13 11104.5 7.48742e-13 27080.6
0.422141 0.494264 0.25 121997 -32623 1.26778e-12 -6934.7 6.49566e-13 26552.8
0.454614 0.532284 0.25 130037 -26471.8 2.10805e-13 -16812.7 -1.78555e-13 26128.7
0.487086 0.570304 0.25 133842 -21946.2 9.66241e-13 -22118.7 5.30934e-13 25782.3
0.519558 0.608325 0.25 135229 -18521 -9.66865e-15 -24753.9 6.77779e-14 25494.2
0.552031 0.646345 0.25 135203 -15867.5 -7.6547e-13 -25790.7 -4.20347e-13 25249
0.584503 0.684365 0.25 134346 -13769.2 -1.16462e-12 -25875 -5.59853e-13 25031.8
0.616976 0.722386 0.25 133094 -12041.6 0 -25428.1 0 24845.9
0.649448 0.760406 0.25 131439 -9833.69 1.25103e-13 -24665.2 -1.5788e-14 24640.1
0.323282 0.444959 0.25 104362 -66745.6 2.25838e-12 49981.5 -1.56435e-12 35617.7
0.352671 0.48541 0.25 127942 -44758.4 -5.64284e-13 17887.9 3.12125e-13 33653.1
0.38206 0.525861 0.25 138880 -31119.9 6.5951e-13 246.95 3.14633e-13 32106.2
0.41145 0.566312 0.25 143499 -22252 2.38567e-13 -9750.56 -1.54291e-13 30865.1
0.440839 0.606763 0.25 144784 -16275.7 -9.57367e-13 -15417.1 -5.42874e-13 29853.9
0.470228 0.647214 0.25 144259 -12129.7 -4.78458e-14 -18516.5 1.03597e-13 29017.5
0.499618 0.687665 0.25 142751 -9178.28 8.3527e-13 -20051.4 4.56767e-13 28315.3
0.529007 0.728115 0.25 140736 -7017.89 -7.94586e-13 -20628.2 -3.75235e-13 27717.3
0.558396 0.768566 0.25 138573 -5351.94 -2.56789e-13 -20611.7 5.15217e-14 27221.8
0.587785 0.809017 0.25 136197 -3479.44 -1.29815e-13 -20026 -1.59787e-13 26808.8
0.287374 0.468952 0.25 136541 -76092.7 1.71396e-12 51179 -1.46762e-12 43320
0.313499 0.511584 0.25 150199 -46631.6 -3.03466e-13 23037.6 1.22128e-13 39977.8
0.339624 0.554216 0.25 154949 -28929.1 -5.4811e-15 7335.99 2.35651e-15 37450.4
0.365749 0.596848 0.25 155420 -17881.6 -1.28681e-13 -1919.31 6.07812e-14 35423.3
0.391874 0.63948 0.25 153820 -10774.1 -9.49669e-13 -7470.41 -5.30076e-13 33772.9
0.417999 0.682112 0.25 151227 -6096.45 -7.95375e-13 -10785.9 -5.13553e-13 32409.5
0.444124 0.724744 0.25 148202 -2960.82 -3.30519e-13 -12707.6 -2.09057e-13 31268
0.470249 0.767376 0.25 145055 -822.751 3.25551e-13 -13749.3 1.93383e-13 30301.2
0.496374 0.810008 0.25 142017 681.926 -1.51958e-13 -14218.1 4.02471e-14 29492
0.522499 0.85264 0.25 139002 2209.2 -1.07195e-13 -14087.6 -1.46546e-13 28826.4
0.249695 0.490053 0.25 170407 -81182.6 2.91082e-12 48580.8 -1.31153e-12 50535.7
0.272394 0.534604 0.25 172266 -46579.7 -7.39408e-13 26638.3 -3.16644e-13 45901
0.295094 0.579154 0.25 169835 -26143.4 1.54368e-14 14134.5 -4.36934e-15 42454.4
0.317793 0.623704 0.25 165659 -13685 0 6334.06 0 39690.8
0.340493 0.668255 0.25 160946 -5893.34 7.91229e-13 1298.85 5.53203e-13 37441.2
0.363192 0.712805 0.25 156211 -942.242 -6.29304e-14 -2016.65 2.5882e-14 35583.3
0.385892 0.757356 0.25 151677 2229.56 -7.11717e-13 -4221.15 -4.11917e-13 34028.2
0.408592 0.801906 0.25 147441 4263.85 5.11005e-13 -5693.75 4.12229e-13 32711
0.431291 0.846456 0.25 143585 5581.63 -1.31832e-13 -6665.16 4.69218e-14 31596.8
0.453991 0.891007 0.25 139962 6798.41 5.27483e-13 -7076.35 3.01236e-13 30665.9
0.210476 0.508134 0.25 204284 -81275.5 -2.66034e-12 43109.5 4.51553e-13 57090.9
